project_id,project_name,project_type,implementing_agency,state,district,scenario,land_required_ha,land_to_acquire_ha,total_parcels,affected_families,vulnerable_families,date_initiation,terrain_type,urban_rural,forest_involved,proximity_km_to_urban
SYN-00568,Synthetic National Highway Project 00568,National Highway,State PWD,Bihar,BIH-29,DOCUMENTATION_DELAY,18.0996,13.8411,142,56,11,2025-10-03,Rolling,Semi-Urban,0,70.804
SYN-00569,Synthetic National Highway Project 00569,National Highway,Railway,Maharashtra,MAH-03,RNR_DELAY,5.0,3.4981,32,24,1,2021-09-26,Coastal,Urban,0,4.034
SYN-00570,Synthetic Industrial Corridor Project 00570,Industrial Corridor,Power Utility,Madhya Pradesh,MAD-08,NORMAL,38.6157,31.6487,539,109,17,2022-04-20,Hilly,Rural,0,21.138
SYN-00571,Synthetic Railway Project 00571,Railway,NHIDCL,Assam,ASS-23,MULTI_FACTOR_DELAY,5.0,4.7297,65,25,5,2019-06-23,Riverine,Urban,0,77.239
SYN-00572,Synthetic Transmission Project 00572,Transmission,Power Utility,Maharashtra,MAH-39,NORMAL,5.0,3.2908,40,24,2,2019-08-04,Plain,Urban,0,22.065
SYN-00573,Synthetic Transmission Project 00573,Transmission,Irrigation Department,Uttar Pradesh,UTT-33,ADMINISTRATIVE_BOTTLENECK,18.4801,13.0355,266,96,7,2024-12-10,Hilly,Semi-Urban,1,79.362
SYN-00574,Synthetic Industrial Corridor Project 00574,Industrial Corridor,NHAI,Maharashtra,MAH-32,NORMAL,8.7931,8.0566,61,47,6,2020-03-11,Rolling,Rural,0,23.486
SYN-00575,Synthetic National Highway Project 00575,National Highway,NHAI,West Bengal,WES-22,ADMINISTRATIVE_BOTTLENECK,5.0,3.135,34,16,1,2024-09-04,Plain,Semi-Urban,0,10.015
SYN-00576,Synthetic Urban Infrastructure Project 00576,Urban Infrastructure,State PWD,Maharashtra,MAH-23,NORMAL,10.5091,6.7093,73,57,6,2023-06-09,Plain,Semi-Urban,0,24.99
SYN-00577,Synthetic Irrigation Project 00577,Irrigation,Railway,Bihar,BIH-13,ADMINISTRATIVE_BOTTLENECK,27.7365,18.6037,263,161,29,2025-01-02,Riverine,Semi-Urban,0,55.241
SYN-00578,Synthetic Irrigation Project 00578,Irrigation,Irrigation Department,Uttar Pradesh,UTT-01,ADMINISTRATIVE_BOTTLENECK,15.7153,11.6425,258,196,25,2020-08-20,Hilly,Rural,0,31.26
SYN-00579,Synthetic Urban Infrastructure Project 00579,Urban Infrastructure,Railway,Bihar,BIH-17,NORMAL,31.9111,27.0015,252,72,13,2023-12-11,Hilly,Rural,0,32.848
SYN-00580,Synthetic National Highway Project 00580,National Highway,Railway,Maharashtra,MAH-10,NORMAL,19.6191,15.064,188,111,15,2019-10-29,Hilly,Semi-Urban,0,40.661
SYN-00581,Synthetic Transmission Project 00581,Transmission,Power Utility,Madhya Pradesh,MAD-12,MULTI_FACTOR_DELAY,19.7978,13.0321,383,217,14,2023-08-03,Hilly,Rural,0,44.444
SYN-00582,Synthetic Transmission Project 00582,Transmission,NHAI,Madhya Pradesh,MAD-08,ADMINISTRATIVE_BOTTLENECK,63.8115,57.2733,612,321,73,2022-04-03,Plain,Semi-Urban,0,41.612
SYN-00583,Synthetic Urban Infrastructure Project 00583,Urban Infrastructure,Irrigation Department,Assam,ASS-35,MULTI_FACTOR_DELAY,5.8909,3.9906,110,31,4,2022-11-04,Coastal,Semi-Urban,0,70.675
SYN-00584,Synthetic Urban Infrastructure Project 00584,Urban Infrastructure,Power Utility,West Bengal,WES-37,MULTI_FACTOR_DELAY,23.7235,23.3035,444,323,75,2024-10-15,Coastal,Urban,1,4.929
SYN-00585,Synthetic Irrigation Project 00585,Irrigation,State PWD,Madhya Pradesh,MAD-02,COMPENSATION_DELAY,13.4455,13.2196,265,199,55,2025-09-22,Plain,Rural,0,10.945
SYN-00586,Synthetic National Highway Project 00586,National Highway,NHIDCL,Uttar Pradesh,UTT-29,NORMAL,25.2975,17.1705,268,178,14,2020-12-30,Rolling,Rural,1,26.258
SYN-00587,Synthetic Urban Infrastructure Project 00587,Urban Infrastructure,NHAI,Odisha,ODI-05,RNR_DELAY,17.9866,15.0546,158,80,13,2020-03-23,Rolling,Urban,0,52.587
SYN-00588,Synthetic Industrial Corridor Project 00588,Industrial Corridor,Irrigation Department,Bihar,BIH-22,NORMAL,62.5972,44.6454,534,350,49,2025-03-26,Riverine,Semi-Urban,0,49.426
SYN-00589,Synthetic Transmission Project 00589,Transmission,Railway,Madhya Pradesh,MAD-25,NORMAL,25.6636,24.4984,510,348,47,2024-06-22,Rolling,Urban,1,29.321
SYN-00590,Synthetic National Highway Project 00590,National Highway,Power Utility,West Bengal,WES-14,NORMAL,11.9119,7.8036,116,25,5,2024-08-25,Hilly,Urban,0,67.533
SYN-00591,Synthetic Industrial Corridor Project 00591,Industrial Corridor,NHAI,Bihar,BIH-15,MULTI_FACTOR_DELAY,12.3055,7.7369,240,120,36,2019-01-26,Riverine,Rural,1,0.868
SYN-00592,Synthetic Industrial Corridor Project 00592,Industrial Corridor,NHIDCL,Odisha,ODI-38,MULTI_FACTOR_DELAY,49.0467,46.2416,838,524,137,2025-03-05,Plain,Semi-Urban,0,52.332
SYN-00593,Synthetic Railway Project 00593,Railway,NHIDCL,Maharashtra,MAH-06,NORMAL,14.2034,10.1082,150,67,5,2019-10-03,Rolling,Semi-Urban,0,49.514
SYN-00594,Synthetic Irrigation Project 00594,Irrigation,NHIDCL,Odisha,ODI-29,COMPENSATION_DELAY,10.6775,9.0603,172,55,5,2024-03-08,Hilly,Rural,0,56.81
SYN-00595,Synthetic Railway Project 00595,Railway,Railway,Jharkhand,JHA-05,RECOVERY,33.3093,28.3908,501,336,20,2023-08-05,Riverine,Rural,1,74.143
SYN-00596,Synthetic National Highway Project 00596,National Highway,State PWD,Uttar Pradesh,UTT-18,NORMAL,15.19,12.7744,295,196,29,2021-12-02,Hilly,Semi-Urban,0,79.602
SYN-00597,Synthetic Urban Infrastructure Project 00597,Urban Infrastructure,NHIDCL,Assam,ASS-34,NORMAL,42.0127,38.3321,736,301,29,2020-01-26,Hilly,Rural,0,13.937
SYN-00598,Synthetic National Highway Project 00598,National Highway,Power Utility,Uttar Pradesh,UTT-29,NORMAL,15.4739,10.5181,175,56,9,2021-10-29,Rolling,Urban,0,9.502
SYN-00599,Synthetic Irrigation Project 00599,Irrigation,NHAI,Jharkhand,JHA-23,RECOVERY,24.2339,21.2523,281,218,23,2024-01-18,Plain,Rural,0,38.936
SYN-00600,Synthetic Railway Project 00600,Railway,NHAI,Uttar Pradesh,UTT-03,NORMAL,21.9427,18.9696,363,92,5,2023-08-06,Plain,Semi-Urban,0,9.162
SYN-00601,Synthetic Transmission Project 00601,Transmission,Railway,Assam,ASS-23,NORMAL,13.0562,8.3861,215,165,35,2021-09-11,Rolling,Rural,0,37.165
SYN-00602,Synthetic Transmission Project 00602,Transmission,Irrigation Department,Odisha,ODI-03,ADMINISTRATIVE_BOTTLENECK,11.6271,10.6507,205,128,16,2021-04-18,Plain,Rural,0,55.659
SYN-00603,Synthetic Irrigation Project 00603,Irrigation,Irrigation Department,West Bengal,WES-06,COMPENSATION_DELAY,11.3656,10.6498,146,59,13,2022-12-29,Riverine,Urban,0,29.471
SYN-00604,Synthetic Transmission Project 00604,Transmission,Railway,Maharashtra,MAH-13,LEGAL_DELAY,23.7111,20.9934,364,216,21,2020-08-31,Hilly,Semi-Urban,0,54.298
SYN-00605,Synthetic Irrigation Project 00605,Irrigation,Power Utility,Bihar,BIH-26,ADMINISTRATIVE_BOTTLENECK,15.81,13.3092,251,181,52,2020-12-01,Hilly,Semi-Urban,0,54.914
SYN-00606,Synthetic Irrigation Project 00606,Irrigation,Power Utility,Jharkhand,JHA-32,NORMAL,39.1208,35.8079,630,345,100,2021-02-26,Riverine,Urban,0,58.836
SYN-00607,Synthetic Irrigation Project 00607,Irrigation,Railway,Assam,ASS-31,LEGAL_DELAY,26.0688,21.1884,497,218,59,2020-04-07,Coastal,Rural,0,22.836
SYN-00608,Synthetic National Highway Project 00608,National Highway,State PWD,Jharkhand,JHA-35,ADMINISTRATIVE_BOTTLENECK,11.8189,11.6878,63,39,4,2022-08-23,Plain,Urban,1,39.913
SYN-00609,Synthetic Railway Project 00609,Railway,Power Utility,Maharashtra,MAH-15,COMPENSATION_DELAY,6.1276,3.7149,45,20,4,2022-05-21,Coastal,Urban,0,4.107
SYN-00610,Synthetic National Highway Project 00610,National Highway,NHAI,Odisha,ODI-21,NORMAL,6.5434,5.4383,75,17,4,2019-03-13,Plain,Semi-Urban,0,40.164
SYN-00611,Synthetic Railway Project 00611,Railway,NHAI,Madhya Pradesh,MAD-19,LEGAL_DELAY,12.6776,10.5592,177,139,42,2019-04-21,Hilly,Rural,0,23.852
SYN-00612,Synthetic Urban Infrastructure Project 00612,Urban Infrastructure,NHIDCL,Odisha,ODI-35,DOCUMENTATION_DELAY,8.4621,5.6058,103,32,2,2025-02-09,Plain,Rural,0,77.889
SYN-00613,Synthetic National Highway Project 00613,National Highway,State PWD,Jharkhand,JHA-29,NORMAL,19.978,12.9454,196,70,17,2019-04-14,Plain,Rural,0,2.437
SYN-00614,Synthetic National Highway Project 00614,National Highway,Irrigation Department,Odisha,ODI-10,MULTI_FACTOR_DELAY,48.8793,33.8422,640,376,103,2025-12-26,Plain,Rural,0,26.933
SYN-00615,Synthetic Urban Infrastructure Project 00615,Urban Infrastructure,NHAI,West Bengal,WES-16,NORMAL,14.1996,13.9934,79,33,3,2023-01-26,Coastal,Urban,0,66.605
SYN-00616,Synthetic Transmission Project 00616,Transmission,NHAI,Maharashtra,MAH-14,NORMAL,5.4207,4.6526,73,54,4,2025-12-05,Riverine,Urban,0,49.737
SYN-00617,Synthetic Urban Infrastructure Project 00617,Urban Infrastructure,Railway,Maharashtra,MAH-15,NORMAL,9.0497,9.0329,89,64,10,2025-06-09,Rolling,Rural,1,4.368
SYN-00618,Synthetic Industrial Corridor Project 00618,Industrial Corridor,Railway,West Bengal,WES-25,RNR_DELAY,13.5566,12.241,141,51,6,2025-03-05,Rolling,Semi-Urban,0,13.333
SYN-00619,Synthetic Urban Infrastructure Project 00619,Urban Infrastructure,Irrigation Department,Bihar,BIH-19,LEGAL_DELAY,45.2774,43.9274,320,185,48,2025-02-10,Coastal,Rural,0,59.017
SYN-00620,Synthetic Urban Infrastructure Project 00620,Urban Infrastructure,State PWD,Uttar Pradesh,UTT-08,MULTI_FACTOR_DELAY,15.1211,13.0238,184,70,6,2025-02-09,Plain,Urban,1,27.188
SYN-00621,Synthetic Railway Project 00621,Railway,NHIDCL,West Bengal,WES-22,MULTI_FACTOR_DELAY,93.768,66.3615,667,246,68,2025-06-15,Riverine,Semi-Urban,0,67.825
SYN-00622,Synthetic Railway Project 00622,Railway,State PWD,Madhya Pradesh,MAD-25,NORMAL,22.2117,21.8665,368,277,47,2019-06-28,Hilly,Urban,1,31.794
SYN-00623,Synthetic Railway Project 00623,Railway,NHIDCL,Maharashtra,MAH-18,COMPENSATION_DELAY,33.0086,28.1015,329,196,19,2022-12-26,Hilly,Urban,0,5.188
SYN-00624,Synthetic Industrial Corridor Project 00624,Industrial Corridor,State PWD,Jharkhand,JHA-24,COMPENSATION_DELAY,29.5789,25.6984,188,131,24,2024-04-22,Hilly,Rural,1,43.036
SYN-00625,Synthetic Irrigation Project 00625,Irrigation,State PWD,Maharashtra,MAH-27,RNR_DELAY,46.1432,28.5505,465,320,58,2023-04-18,Plain,Rural,0,74.475
SYN-00626,Synthetic Irrigation Project 00626,Irrigation,NHIDCL,Uttar Pradesh,UTT-27,LEGAL_DELAY,24.9604,24.1538,492,140,38,2022-04-24,Riverine,Semi-Urban,0,37.985
SYN-00627,Synthetic Railway Project 00627,Railway,Railway,Maharashtra,MAH-29,NORMAL,17.1452,11.1646,302,145,40,2019-09-30,Plain,Semi-Urban,1,16.68
SYN-00628,Synthetic Railway Project 00628,Railway,Power Utility,Assam,ASS-11,RNR_DELAY,43.6291,40.3033,236,183,51,2019-09-16,Riverine,Urban,0,56.883
SYN-00629,Synthetic Industrial Corridor Project 00629,Industrial Corridor,NHIDCL,Jharkhand,JHA-23,MULTI_FACTOR_DELAY,8.4725,6.5178,132,43,12,2019-01-30,Plain,Semi-Urban,0,79.408
SYN-00630,Synthetic Urban Infrastructure Project 00630,Urban Infrastructure,Railway,Bihar,BIH-13,NORMAL,12.17,9.1054,75,57,10,2024-12-27,Plain,Rural,0,9.043
SYN-00631,Synthetic Transmission Project 00631,Transmission,Railway,West Bengal,WES-27,NORMAL,14.654,12.8584,253,88,8,2025-12-02,Coastal,Rural,0,38.17
SYN-00632,Synthetic National Highway Project 00632,National Highway,NHAI,Uttar Pradesh,UTT-07,ADMINISTRATIVE_BOTTLENECK,39.7311,27.4269,570,449,103,2020-03-07,Plain,Semi-Urban,0,1.161
SYN-00633,Synthetic Irrigation Project 00633,Irrigation,State PWD,Uttar Pradesh,UTT-24,NORMAL,114.7528,92.6655,1332,633,34,2023-11-11,Coastal,Rural,0,32.279
SYN-00634,Synthetic Urban Infrastructure Project 00634,Urban Infrastructure,NHAI,Uttar Pradesh,UTT-15,MULTI_FACTOR_DELAY,25.2366,15.3793,274,154,24,2019-03-13,Coastal,Urban,0,61.989
SYN-00635,Synthetic Industrial Corridor Project 00635,Industrial Corridor,Railway,Madhya Pradesh,MAD-24,NORMAL,24.5339,17.8062,342,103,23,2019-03-01,Coastal,Rural,0,13.079
SYN-00636,Synthetic Urban Infrastructure Project 00636,Urban Infrastructure,Power Utility,Madhya Pradesh,MAD-35,NORMAL,27.5852,21.2193,400,315,65,2020-03-09,Coastal,Rural,0,24.33
SYN-00637,Synthetic Transmission Project 00637,Transmission,Power Utility,Uttar Pradesh,UTT-09,NORMAL,18.5281,12.9284,263,66,19,2022-08-27,Rolling,Semi-Urban,0,6.106
SYN-00638,Synthetic National Highway Project 00638,National Highway,Irrigation Department,Jharkhand,JHA-15,LEGAL_DELAY,33.7306,33.4557,294,101,27,2025-07-16,Hilly,Urban,0,29.828
SYN-00639,Synthetic Industrial Corridor Project 00639,Industrial Corridor,Irrigation Department,Madhya Pradesh,MAD-25,DOCUMENTATION_DELAY,17.493,11.8035,128,92,22,2023-10-21,Plain,Urban,0,62.168
SYN-00640,Synthetic Transmission Project 00640,Transmission,NHIDCL,Jharkhand,JHA-19,NORMAL,23.4892,21.0489,165,114,16,2025-06-12,Riverine,Rural,0,26.925
SYN-00641,Synthetic National Highway Project 00641,National Highway,NHIDCL,Uttar Pradesh,UTT-22,RECOVERY,17.849,16.7787,289,193,53,2022-05-17,Riverine,Rural,1,32.626
SYN-00642,Synthetic Industrial Corridor Project 00642,Industrial Corridor,NHIDCL,Uttar Pradesh,UTT-04,NORMAL,63.3062,48.208,877,463,66,2024-09-24,Riverine,Rural,1,67.948
SYN-00643,Synthetic Irrigation Project 00643,Irrigation,Irrigation Department,West Bengal,WES-07,ADMINISTRATIVE_BOTTLENECK,41.785,34.6351,219,56,7,2019-08-30,Rolling,Semi-Urban,0,67.749
SYN-00644,Synthetic Railway Project 00644,Railway,Irrigation Department,Uttar Pradesh,UTT-02,NORMAL,6.9044,5.5367,37,26,7,2024-04-08,Hilly,Urban,0,39.538
SYN-00645,Synthetic Urban Infrastructure Project 00645,Urban Infrastructure,NHIDCL,West Bengal,WES-10,ADMINISTRATIVE_BOTTLENECK,25.3933,21.2496,486,135,25,2023-08-04,Plain,Rural,0,49.242
SYN-00646,Synthetic Transmission Project 00646,Transmission,NHIDCL,Assam,ASS-39,NORMAL,51.3182,37.946,775,441,38,2023-10-24,Coastal,Urban,0,49.839
SYN-00647,Synthetic Urban Infrastructure Project 00647,Urban Infrastructure,Power Utility,Maharashtra,MAH-01,COMPENSATION_DELAY,73.6713,50.9711,471,110,27,2022-03-24,Coastal,Semi-Urban,0,49.168
SYN-00648,Synthetic National Highway Project 00648,National Highway,Irrigation Department,Uttar Pradesh,UTT-25,NORMAL,27.6774,21.8019,285,144,36,2025-11-19,Rolling,Rural,0,54.396
SYN-00649,Synthetic Transmission Project 00649,Transmission,Power Utility,Jharkhand,JHA-26,NORMAL,47.9076,31.9408,250,62,3,2020-09-29,Coastal,Semi-Urban,0,10.241
SYN-00650,Synthetic Irrigation Project 00650,Irrigation,NHIDCL,Jharkhand,JHA-13,COMPENSATION_DELAY,9.6579,9.0743,96,64,4,2020-08-03,Riverine,Rural,1,46.476
SYN-00651,Synthetic Urban Infrastructure Project 00651,Urban Infrastructure,Railway,West Bengal,WES-34,NORMAL,53.5946,38.6034,445,154,8,2020-07-06,Plain,Rural,0,3.696
SYN-00652,Synthetic Railway Project 00652,Railway,State PWD,Bihar,BIH-01,NORMAL,29.48,25.7261,400,197,26,2020-08-08,Plain,Urban,0,8.51
SYN-00653,Synthetic Railway Project 00653,Railway,NHIDCL,Odisha,ODI-03,RECOVERY,32.4916,24.0106,339,163,30,2019-04-18,Rolling,Rural,0,66.433
SYN-00654,Synthetic Railway Project 00654,Railway,Power Utility,Odisha,ODI-39,RNR_DELAY,9.5467,8.0691,55,12,3,2023-08-11,Rolling,Rural,0,28.683
SYN-00655,Synthetic National Highway Project 00655,National Highway,Railway,Bihar,BIH-26,NORMAL,27.0993,22.9991,211,100,14,2021-11-16,Plain,Rural,0,25.893
SYN-00656,Synthetic Transmission Project 00656,Transmission,Railway,Maharashtra,MAH-21,NORMAL,81.6908,70.552,885,409,62,2024-07-09,Rolling,Rural,0,7.62
SYN-00657,Synthetic Irrigation Project 00657,Irrigation,Power Utility,Jharkhand,JHA-11,RECOVERY,44.615,33.9161,804,367,79,2023-06-08,Hilly,Urban,0,61.02
SYN-00658,Synthetic Urban Infrastructure Project 00658,Urban Infrastructure,NHIDCL,West Bengal,WES-30,ADMINISTRATIVE_BOTTLENECK,9.0348,7.3267,96,63,14,2021-02-27,Rolling,Rural,0,51.931
SYN-00659,Synthetic Urban Infrastructure Project 00659,Urban Infrastructure,NHIDCL,Madhya Pradesh,MAD-08,NORMAL,29.351,21.9021,391,243,65,2020-10-30,Plain,Rural,0,4.14
SYN-00660,Synthetic Urban Infrastructure Project 00660,Urban Infrastructure,Power Utility,Odisha,ODI-24,ADMINISTRATIVE_BOTTLENECK,5.0,3.3948,89,54,3,2022-01-07,Coastal,Semi-Urban,0,71.798
SYN-00661,Synthetic Industrial Corridor Project 00661,Industrial Corridor,NHAI,Maharashtra,MAH-19,ADMINISTRATIVE_BOTTLENECK,66.9657,56.2865,860,208,55,2025-03-20,Plain,Rural,0,8.79
SYN-00662,Synthetic Urban Infrastructure Project 00662,Urban Infrastructure,Irrigation Department,Madhya Pradesh,MAD-22,NORMAL,6.2698,6.132,57,33,4,2024-07-24,Hilly,Urban,0,30.282
SYN-00663,Synthetic Irrigation Project 00663,Irrigation,NHAI,Uttar Pradesh,UTT-23,NORMAL,23.6553,14.4985,234,151,31,2019-04-18,Rolling,Rural,0,56.156
SYN-00664,Synthetic Urban Infrastructure Project 00664,Urban Infrastructure,Power Utility,Assam,ASS-19,MULTI_FACTOR_DELAY,38.6526,29.1441,255,199,50,2020-01-21,Riverine,Urban,0,39.28
SYN-00665,Synthetic Irrigation Project 00665,Irrigation,Irrigation Department,Bihar,BIH-09,LEGAL_DELAY,16.4155,9.8937,93,32,3,2020-03-04,Riverine,Rural,1,45.769
SYN-00666,Synthetic National Highway Project 00666,National Highway,NHAI,Assam,ASS-35,NORMAL,12.6945,11.7865,233,103,20,2020-12-03,Hilly,Urban,0,14.1
SYN-00667,Synthetic Industrial Corridor Project 00667,Industrial Corridor,Irrigation Department,Jharkhand,JHA-18,RECOVERY,87.774,83.1682,1032,428,121,2023-03-07,Riverine,Rural,0,75.039
SYN-00668,Synthetic National Highway Project 00668,National Highway,Railway,West Bengal,WES-29,RNR_DELAY,15.4928,12.6177,231,184,45,2023-03-01,Riverine,Rural,0,26.187
SYN-00669,Synthetic Urban Infrastructure Project 00669,Urban Infrastructure,Irrigation Department,West Bengal,WES-32,DOCUMENTATION_DELAY,8.7472,8.4858,162,37,9,2022-12-06,Riverine,Rural,0,69.552
SYN-00670,Synthetic Urban Infrastructure Project 00670,Urban Infrastructure,Irrigation Department,West Bengal,WES-30,ADMINISTRATIVE_BOTTLENECK,15.2104,15.12,98,56,12,2024-11-21,Hilly,Semi-Urban,0,32.626
SYN-00671,Synthetic Irrigation Project 00671,Irrigation,NHAI,Maharashtra,MAH-31,NORMAL,38.3868,29.295,507,165,22,2019-09-15,Rolling,Semi-Urban,0,9.83
SYN-00672,Synthetic Transmission Project 00672,Transmission,NHAI,Uttar Pradesh,UTT-28,NORMAL,16.8492,14.1647,332,158,11,2024-09-06,Riverine,Rural,0,66.402
SYN-00673,Synthetic National Highway Project 00673,National Highway,Power Utility,Maharashtra,MAH-28,MULTI_FACTOR_DELAY,12.2598,11.9748,140,88,6,2019-04-07,Rolling,Urban,0,15.957
SYN-00674,Synthetic Irrigation Project 00674,Irrigation,NHIDCL,Odisha,ODI-01,LEGAL_DELAY,11.4321,9.1768,187,86,14,2020-07-15,Coastal,Semi-Urban,0,24.417
SYN-00675,Synthetic National Highway Project 00675,National Highway,Railway,West Bengal,WES-36,NORMAL,30.0967,23.4294,595,440,38,2023-09-14,Rolling,Semi-Urban,0,35.711
SYN-00676,Synthetic Railway Project 00676,Railway,State PWD,Bihar,BIH-15,RNR_DELAY,35.0787,23.9215,670,304,65,2022-12-28,Rolling,Rural,0,28.014
SYN-00677,Synthetic Industrial Corridor Project 00677,Industrial Corridor,NHIDCL,Madhya Pradesh,MAD-13,DOCUMENTATION_DELAY,5.0917,3.9481,97,58,6,2020-08-30,Plain,Urban,0,31.165
SYN-00678,Synthetic Irrigation Project 00678,Irrigation,Irrigation Department,Bihar,BIH-29,NORMAL,31.4757,19.2369,465,329,26,2019-08-30,Riverine,Urban,0,46.559
SYN-00679,Synthetic Transmission Project 00679,Transmission,NHIDCL,Madhya Pradesh,MAD-16,NORMAL,83.1025,61.5561,1021,448,67,2019-09-30,Hilly,Rural,0,23.622
SYN-00680,Synthetic Railway Project 00680,Railway,Railway,Uttar Pradesh,UTT-13,LEGAL_DELAY,16.1087,15.0996,276,192,36,2023-03-24,Hilly,Rural,0,24.017
SYN-00681,Synthetic Transmission Project 00681,Transmission,NHAI,Jharkhand,JHA-30,NORMAL,34.4668,22.2038,592,207,19,2024-01-23,Hilly,Rural,0,64.9
SYN-00682,Synthetic Transmission Project 00682,Transmission,NHIDCL,Madhya Pradesh,MAD-33,NORMAL,19.0304,18.6906,377,132,8,2024-02-18,Rolling,Semi-Urban,0,13.24
SYN-00683,Synthetic National Highway Project 00683,National Highway,NHIDCL,Maharashtra,MAH-35,NORMAL,28.4311,22.1955,521,202,55,2020-11-11,Rolling,Semi-Urban,1,73.061
SYN-00684,Synthetic Industrial Corridor Project 00684,Industrial Corridor,State PWD,Bihar,BIH-21,COMPENSATION_DELAY,44.2957,36.3873,308,198,20,2024-03-28,Rolling,Semi-Urban,1,32.417
SYN-00685,Synthetic Irrigation Project 00685,Irrigation,Power Utility,Jharkhand,JHA-13,NORMAL,28.2541,22.2009,276,212,47,2022-01-11,Riverine,Semi-Urban,0,14.951
SYN-00686,Synthetic Irrigation Project 00686,Irrigation,Irrigation Department,Madhya Pradesh,MAD-27,NORMAL,18.936,11.7404,239,90,15,2023-08-11,Hilly,Urban,0,30.97
SYN-00687,Synthetic Industrial Corridor Project 00687,Industrial Corridor,NHIDCL,Maharashtra,MAH-33,DOCUMENTATION_DELAY,7.7797,7.3837,129,64,13,2025-12-26,Hilly,Rural,0,1.02
SYN-00688,Synthetic Industrial Corridor Project 00688,Industrial Corridor,Power Utility,Odisha,ODI-12,NORMAL,8.7071,7.9735,142,108,6,2025-08-19,Coastal,Rural,0,47.874
SYN-00689,Synthetic Transmission Project 00689,Transmission,NHAI,Odisha,ODI-26,NORMAL,31.4785,25.4401,167,83,20,2024-07-05,Riverine,Rural,0,67.997
SYN-00690,Synthetic Transmission Project 00690,Transmission,Irrigation Department,Uttar Pradesh,UTT-27,NORMAL,56.7004,47.0282,1020,810,47,2025-05-14,Rolling,Rural,0,38.129
SYN-00691,Synthetic Transmission Project 00691,Transmission,NHAI,West Bengal,WES-25,NORMAL,32.2547,31.1667,363,290,70,2025-04-08,Hilly,Rural,0,60.342
SYN-00692,Synthetic Industrial Corridor Project 00692,Industrial Corridor,NHAI,Bihar,BIH-25,RNR_DELAY,18.7996,17.1131,230,114,10,2022-05-27,Plain,Rural,0,43.425
SYN-00693,Synthetic Industrial Corridor Project 00693,Industrial Corridor,Irrigation Department,Jharkhand,JHA-04,NORMAL,5.0008,4.311,52,32,3,2025-09-21,Hilly,Rural,1,42.001
SYN-00694,Synthetic National Highway Project 00694,National Highway,Irrigation Department,Madhya Pradesh,MAD-20,NORMAL,7.1943,5.8286,143,56,10,2020-06-30,Rolling,Urban,0,73.725
SYN-00695,Synthetic Railway Project 00695,Railway,Railway,Bihar,BIH-09,NORMAL,48.4228,42.8483,349,152,14,2021-10-12,Plain,Rural,1,15.938
SYN-00696,Synthetic Industrial Corridor Project 00696,Industrial Corridor,State PWD,Uttar Pradesh,UTT-31,NORMAL,14.0432,10.9573,74,38,9,2020-09-20,Riverine,Urban,0,21.809
SYN-00697,Synthetic Irrigation Project 00697,Irrigation,Railway,Madhya Pradesh,MAD-30,DOCUMENTATION_DELAY,22.2447,18.3051,265,152,31,2021-11-26,Plain,Rural,0,68.058
SYN-00698,Synthetic Irrigation Project 00698,Irrigation,Power Utility,Maharashtra,MAH-13,COMPENSATION_DELAY,5.0,4.1098,69,14,2,2025-03-21,Rolling,Semi-Urban,0,27.546
SYN-00699,Synthetic Transmission Project 00699,Transmission,NHAI,Madhya Pradesh,MAD-17,RECOVERY,9.0417,7.1705,106,36,2,2023-10-28,Coastal,Urban,0,70.322
SYN-00700,Synthetic National Highway Project 00700,National Highway,NHIDCL,West Bengal,WES-34,NORMAL,42.7092,41.6367,338,217,35,2022-09-18,Hilly,Rural,0,9.714
SYN-00701,Synthetic Railway Project 00701,Railway,State PWD,Uttar Pradesh,UTT-10,MULTI_FACTOR_DELAY,19.8206,14.8508,282,82,8,2020-06-30,Plain,Rural,0,21.653
SYN-00702,Synthetic National Highway Project 00702,National Highway,NHAI,Maharashtra,MAH-36,NORMAL,7.1157,5.5191,76,56,13,2022-08-24,Rolling,Rural,0,4.619
SYN-00703,Synthetic Industrial Corridor Project 00703,Industrial Corridor,Irrigation Department,Jharkhand,JHA-22,NORMAL,9.6149,5.9039,142,47,11,2024-03-29,Rolling,Rural,1,43.822
SYN-00704,Synthetic Transmission Project 00704,Transmission,NHIDCL,Jharkhand,JHA-04,RECOVERY,32.3962,23.9775,458,268,66,2024-06-18,Hilly,Rural,0,48.929
SYN-00705,Synthetic National Highway Project 00705,National Highway,Power Utility,Bihar,BIH-01,NORMAL,35.9076,33.1579,364,232,23,2024-12-15,Rolling,Semi-Urban,0,6.338
SYN-00706,Synthetic Railway Project 00706,Railway,NHIDCL,Odisha,ODI-05,NORMAL,30.6671,21.3698,347,175,29,2020-07-12,Plain,Rural,0,22.043
SYN-00707,Synthetic Irrigation Project 00707,Irrigation,Irrigation Department,Madhya Pradesh,MAD-29,NORMAL,23.2307,21.7176,445,344,21,2022-01-06,Plain,Urban,0,40.613
SYN-00708,Synthetic Irrigation Project 00708,Irrigation,Railway,Jharkhand,JHA-25,MULTI_FACTOR_DELAY,18.4482,12.6777,119,76,7,2024-11-25,Riverine,Urban,0,2.476
SYN-00709,Synthetic National Highway Project 00709,National Highway,NHIDCL,Bihar,BIH-21,NORMAL,15.5746,11.7109,171,100,25,2021-04-29,Plain,Semi-Urban,0,52.97
