project_id,scenario_ground_truth,total_snapshots,observation_start_date,observation_end_date,final_stage,delayed,delay_days,first_delay_day,delay_30_event_count,delay_60_event_count,delay_90_event_count,is_censored,synthetic_ground_truth_note
SYN-00144,NORMAL,14,2022-03-22,2023-04-16,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00145,NORMAL,9,2019-03-02,2019-10-28,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00146,NORMAL,9,2019-04-27,2019-12-23,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00147,MULTI_FACTOR_DELAY,9,2019-01-28,2019-09-25,3A,1,104,136.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00148,NORMAL,14,2021-05-26,2022-06-20,3D,1,199,191.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00149,RECOVERY,11,2022-01-18,2022-11-14,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00150,NORMAL,11,2020-02-06,2020-12-02,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00151,MULTI_FACTOR_DELAY,11,2021-02-25,2021-12-22,3A,1,217,83.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00152,NORMAL,13,2019-07-31,2020-07-25,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00153,NORMAL,11,2019-06-01,2020-03-27,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00154,DOCUMENTATION_DELAY,13,2024-01-23,2025-01-17,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00155,NORMAL,10,2024-04-21,2025-01-16,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00156,NORMAL,11,2019-02-03,2019-11-30,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00157,NORMAL,9,2024-09-02,2025-04-30,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00158,DOCUMENTATION_DELAY,11,2022-11-18,2023-09-14,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00159,DOCUMENTATION_DELAY,8,2024-03-26,2024-10-22,3D,1,126,84.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00160,RNR_DELAY,9,2022-09-28,2023-05-26,3D,1,97,143.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00161,NORMAL,15,2019-11-16,2021-01-09,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00162,COMPENSATION_DELAY,10,2021-01-08,2021-10-05,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00163,LEGAL_DELAY,13,2020-11-27,2021-11-22,3D,1,141,219.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00164,LEGAL_DELAY,10,2021-04-12,2022-01-07,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00165,COMPENSATION_DELAY,13,2022-01-15,2023-01-10,3D,1,140,220.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00166,NORMAL,10,2020-05-31,2021-02-25,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00167,ADMINISTRATIVE_BOTTLENECK,14,2021-06-05,2022-06-30,3D,1,148,242.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00168,NORMAL,10,2022-05-09,2023-02-03,3D,1,100,170.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00169,NORMAL,10,2025-01-02,2025-09-29,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00170,DOCUMENTATION_DELAY,10,2019-07-25,2020-04-20,3D,1,195,75.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00171,MULTI_FACTOR_DELAY,9,2022-05-04,2022-12-30,3A,1,45,195.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00172,DOCUMENTATION_DELAY,14,2025-03-30,2026-04-24,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00173,RECOVERY,14,2020-01-23,2021-02-16,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00174,RECOVERY,10,2022-02-20,2022-11-17,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00175,NORMAL,11,2021-08-13,2022-06-09,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00176,NORMAL,12,2025-03-24,2026-02-17,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00177,NORMAL,8,2025-07-30,2026-02-25,3D,1,121,89.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00178,MULTI_FACTOR_DELAY,8,2024-10-06,2025-05-04,3A,1,121,89.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00179,NORMAL,15,2019-06-20,2020-08-13,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00180,DOCUMENTATION_DELAY,15,2025-11-19,2027-01-13,3D,1,152,268.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00181,RECOVERY,15,2020-09-13,2021-11-07,3D,1,169,251.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00182,NORMAL,14,2023-07-18,2024-08-11,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00183,NORMAL,10,2020-08-20,2021-05-17,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00184,NORMAL,13,2025-08-27,2026-08-22,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00185,NORMAL,9,2024-12-30,2025-08-27,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00186,DOCUMENTATION_DELAY,12,2019-08-19,2020-07-14,3D,1,66,264.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00187,DOCUMENTATION_DELAY,12,2024-11-05,2025-10-01,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00188,MULTI_FACTOR_DELAY,14,2025-01-19,2026-02-13,3A,1,159,231.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00189,NORMAL,10,2020-01-28,2020-10-24,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00190,LEGAL_DELAY,13,2021-10-17,2022-10-12,3D,1,253,107.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00191,DOCUMENTATION_DELAY,15,2021-12-25,2023-02-18,3D,1,235,185.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00192,COMPENSATION_DELAY,11,2024-04-30,2025-02-24,3D,1,126,174.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00193,DOCUMENTATION_DELAY,10,2020-11-16,2021-08-13,3D,1,100,170.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00194,NORMAL,9,2021-10-04,2022-06-01,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00195,RNR_DELAY,15,2020-02-21,2021-04-16,3D,1,325,95.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00196,NORMAL,12,2022-04-30,2023-03-26,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00197,DOCUMENTATION_DELAY,14,2025-04-22,2026-05-17,3D,1,146,244.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00198,RECOVERY,14,2023-08-07,2024-08-31,3D,1,42,348.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00199,ADMINISTRATIVE_BOTTLENECK,12,2024-04-07,2025-03-03,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00200,NORMAL,15,2019-06-16,2020-08-09,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00201,RNR_DELAY,11,2022-02-14,2022-12-11,3D,1,150,150.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00202,DOCUMENTATION_DELAY,15,2024-10-21,2025-12-15,3D,1,81,339.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00203,NORMAL,10,2020-08-26,2021-05-23,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00204,MULTI_FACTOR_DELAY,9,2021-08-07,2022-04-04,3A,1,96,144.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00205,NORMAL,8,2020-12-17,2021-07-15,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00206,NORMAL,8,2024-12-02,2025-06-30,3D,1,73,137.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00207,COMPENSATION_DELAY,13,2021-04-13,2022-04-08,3D,1,218,142.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00208,NORMAL,14,2021-06-02,2022-06-27,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00209,NORMAL,8,2023-03-11,2023-10-07,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00210,NORMAL,11,2020-11-25,2021-09-21,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00211,NORMAL,8,2019-10-13,2020-05-10,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00212,RNR_DELAY,8,2022-06-04,2022-12-31,3D,1,97,113.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00213,LEGAL_DELAY,10,2024-05-12,2025-02-06,3D,1,153,117.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00214,MULTI_FACTOR_DELAY,8,2021-04-25,2021-11-21,3A,1,114,96.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00215,MULTI_FACTOR_DELAY,10,2024-03-31,2024-12-26,3A,1,92,178.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00216,NORMAL,15,2020-12-22,2022-02-15,3D,1,212,208.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00217,NORMAL,14,2019-02-17,2020-03-13,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00218,NORMAL,13,2023-10-25,2024-10-19,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00219,NORMAL,12,2024-03-23,2025-02-16,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00220,COMPENSATION_DELAY,15,2022-01-06,2023-03-02,3D,1,93,327.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00221,NORMAL,9,2021-03-28,2021-11-23,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
